depth	Ca	NH4	CH2O	H2O2	density	accumulation
1.076	29.17	4.54	12.02	78.53		29.17
1.078	30	4.57	11.97	77.08		30
1.08	30.19	4.59	11.91	76.07		30.19
1.082	30.62	4.6	11.93	75.21		30.62
1.084	31.09	4.63	11.94	74.27		31.09
1.086	32.01	4.66	11.88	73.37		32.01
1.088	32.7	4.71	11.96	72.7		32.7
1.09	33.09	4.75	11.87	72.08		33.09
1.092	33.6	4.8	11.88	71.29		33.6
1.094	34.01	4.84	11.89	70.44		34.01
1.096	34.34	4.88	11.88	69.75		34.34
1.098	34.17	4.9	11.85	69.37		34.17
1.1	34.35	4.95	11.91	68.85		34.35
1.102	34.26	5	11.91	68.23		34.26
1.104	34.35	5.03	12.01	67.68		34.35
1.106	34.1	5.07	12	67.25		34.1
1.108	33.79	5.09	11.96	66.65		33.79
1.11	33.28	5.1	12.02	66.12		33.28
1.112	32.45	5.08	12.03	65.69		32.45
1.114	30.59	5.11	12.03	65.13		30.59
1.116	29.77	5.08	12.09	64.52		29.77
1.118	29.88	5.04	12.12	63.97		29.88
1.12	30.42	4.99	12.12	63.66		30.42
1.122	30.02	4.96	12.11	63.22		30.02
1.124	29.58	4.92	12.13	62.62		29.58
1.126	29.32	4.87	12.13	62.3		29.32
1.128	29.01	4.83	12.03	61.87		29.01
1.13	28.75	4.77	12.01	61.41		28.75
1.132	27.74	4.72	12.1	60.99		27.74
1.134	27.18	4.67	12.14	60.72		27.18
1.136	26.37	4.63	12.14	60.47		26.37
1.138	25.71	4.61	12.13	60.33		25.71
1.14	25.56	4.56	12.16	60.28		25.56
1.142	25.16	4.52	12.2	60.2		25.16
1.144	25.48	4.47	12.22	60.2		25.48
1.146	25.09	4.43	12.16	60.24		25.09
1.148	25	4.44	12.12	60.46		25
1.15	25.06	4.44	12.15	60.74		25.06
1.152	25.01	4.45	12.19	61.03		25.01
1.154	25.04	4.47	12.24	61.39		25.04
1.156	25.22	4.51	12.28	61.47		25.22
1.158	25.26	4.59	12.31	61.77		25.26
1.16	25.48	4.66	12.32	61.94		25.48
1.162	25.95	4.72	12.42	62.16		25.95
1.164	26.14	4.78	12.5	62.24		26.14
1.166	26.23	4.84	12.56	62.49		26.23
1.168	26.82	4.93	12.61	62.64		26.82
1.17	26.91	5.02	12.64	62.89		26.91
1.172	27.4	5.12	12.66	63.21		27.4
1.174	27.02	5.23	12.72	63.65		27.02
1.176	27.12	5.33	12.9	64.06		27.12
1.178	27.33	5.46	12.96	64.52		27.33
1.18	27.14	5.59	12.95	65.08		27.14
1.182	27.23	5.71	13	65.65		27.23
1.184	27.51	5.81	13.03	66.36		27.51
1.186	27.31	5.93	13.13	66.85		27.31
1.188	27.55	6.04	13.17	67.5		27.55
1.19	28.24	6.14	13.19	68.19		28.24
1.192	28.53	6.28	13.21	68.95		28.53
1.194	28.56	6.41	13.25	69.86		28.56
1.196	28.51	6.52	13.27	70.63		28.51
1.198	28.2	6.61	13.4	71.76		28.2
1.2	28.47	6.65	13.48	72.85		28.47
1.202	28.37	6.69	13.48	73.9		28.37
1.204	28.3	6.7	13.43	74.95		28.3
1.206	28.1	6.69	13.42	76		28.1
1.208	27.73	6.67	13.46	77.19		27.73
1.21	27.68	6.66	13.55	78.67		27.68
1.212	27.5	6.64	13.57	80.21		27.5
1.214	27.14	6.63	13.66	81.94		27.14
1.216	27.04	6.63	13.67	84.02		27.04
1.218	26.85	6.63	13.72	86.22		26.85
1.22	26.68	6.62	13.74	88.46		26.68
1.222	26.59	6.61	13.79	91.24		26.59
1.224	26.71	6.57	13.8	94.77		26.71
1.226	26.45	6.54	13.72	99.12		26.45
1.228	26.71	6.5	13.75	104.41		26.71
1.23	27.66	6.46	13.7	110.92		27.66
1.232	28.51	6.45	13.82	118.6		28.51
1.234	29.44	6.47	13.9	126.71		29.44
1.236	30.7	6.6	13.89	135.5		30.7
1.238	31.68	6.83	13.83	144.58		31.68
1.24	32.53	7.17	13.87	153.54		32.53
1.242	33.26	7.63	13.88	160.11		33.26
1.244	33.32	8.2	13.8	161.82		33.32
1.246	32.53	8.83	13.71	161.09		32.53
1.248	31.94	9.38	13.7	161.66		31.94
1.25	30.78	9.85	13.64	8.95		30.78
1.252	29.65	10.13	13.53	0		29.65
1.254	28.06	10.21	13.47	0		28.06
1.256	26.73	10.08	13.37	0		26.73
1.258	24.8	9.8	13.26	0		24.8
1.26	22.95	9.35	13.1	0		22.95
1.262	21.45	8.79	12.97	0		21.45
1.264	20.16	8.19	12.84	0		20.16
1.266	18.65	7.58	12.76	0		18.65
1.268	17.39	6.99	12.67	0		17.39
1.27	16.2	6.43	12.52	0		16.2
1.272	15.69	5.94	12.45	0		15.69
1.274	15.16	5.5	12.41	0		15.16
1.276	14.56	5.14	12.34	0		14.56
1.278	14.11	4.86	12.24	0		14.11
1.28	14.21	4.6	12.26	0		14.21
1.282	13.71	4.39	12.21	0		13.71
1.284	13.46	4.21	12.08	0		13.46
1.286	13.43	4.08	12.07	0		13.43
1.288	13.18	3.96	12	0		13.18
1.29	12.84	3.89	12.05	0		12.84
1.292	12.8	3.83	12.02	0		12.8
1.294	12.13	3.77	12	0		12.13
1.296	12.25	3.74	11.99	0		12.25
1.298	12.13	3.71	11.91	0		12.13
1.3	12.38	3.71	11.89	0		12.38
1.302	12.62	3.66	11.87	0		12.62
1.304	12.93	3.66	11.87	0		12.93
1.306	12.68	3.64	11.8	0		12.68
1.308	12.57	3.62	11.86	0		12.57
1.31	12.45	3.6	11.84	0		12.45
1.312	12.56	3.58	11.81	0		12.56
1.314	13.34	3.55	11.88	0		13.34
1.316	13.9	3.55	11.89	0		13.9
1.318	13.65	3.54	11.85	0		13.65
1.32	13.1	3.55	11.89	0		13.1
1.322	13.32	3.62	11.9	0		13.32
1.324	13.91	3.68	11.92	0		13.91
1.326	14.95	3.77	11.91	0		14.95
1.328	15.13	3.88	11.84	0		15.13
1.33	15.37	3.97	11.96	0		15.37
1.332	16.2	4.08	11.97	0		16.2
1.334	16.71	4.19	11.99	0		16.71
1.336	17.77	4.27	12	0		17.77
1.338	18.21	4.39	11.99	0		18.21
1.34	18.98	4.57	12.02	0		18.98
1.342	20.05	4.74	12.08	0		20.05
1.344	21.12	4.94	12.14	0		21.12
1.346	21.58	5.15	12.14	0		21.58
1.348	21.83	5.38	12.17	0		21.83
1.35	22.41	5.59	12.16	0		22.41
1.352	23.3	5.77	12.06	0		23.3
1.354	23.72	5.92	12.08	0		23.72
1.356	24.81	6.04	12.28	0		24.81
1.358	25.53	6.11	12.3	0		25.53
1.36	26.22	6.16	12.29	0		26.22
1.362	24.84	6.18	12.19	0		24.84
1.364	23.55	6.15	12.13	0		23.55
1.366	22.54	6.07	12.15	0		22.54
1.368	22	6	12.12	0		22
1.37	21.65	5.9	12.03	0		21.65
1.372	21.2	5.79	12.05	0		21.2
1.374	21.66	5.71	12.09	0		21.66
1.376	22.11	5.64	12.12	0		22.11
1.378	21.48	5.59	12.15	0		21.48
1.38	21.04	5.59	12.18	0		21.04
1.382	21.1	5.62	12.17	0		21.1
1.384	20.8	5.76	12.25	0		20.8
1.386	21.25	5.98	12.23	0		21.25
1.388	21.9	6.26	12.28	0		21.9
1.39	23.36	6.62	12.27	0		23.36
1.392	24.28	7.02	12.3	0		24.28
1.394	25.06	7.44	12.3	0		25.06
1.396	25.44	7.88	12.37	0		25.44
1.398	26	8.26	12.4	0		26
1.4	26.58	8.55	12.49	0		26.58
1.402	27.09	8.78	12.49	0		27.09
1.404	27.88	8.88	12.46	0		27.88
1.406	28.19	8.83	12.44	0		28.19
1.408	28.2	8.69	12.4	0		28.2
1.41	27.81	8.43	12.35	0		27.81
1.412	27.83	8.08	12.3	0		27.83
1.414	26.9	7.64	12.26	0		26.9
1.416	5.57	7.2	12.23	0		5.57
1.418		6.73	12.15	0		
1.42		6.28	12.14	0		
1.422		5.86	12.19	0		
1.424		5.47	12.04	0		
1.426		5.14	12	0		
1.428		4.87	11.91	0		
1.43		4.64	11.8	0		
1.432		4.46	11.78	0		
1.434		4.35	11.72	0		
1.436		4.25	11.59	0		
1.438		4.2	11.54	0		
1.44		4.18	11.83	0		
1.442		4.18	11.54	0		
1.444		4.2	11.42	0		
1.446		4.24	11.33	0		
1.448		4.26	11.25	0		
1.45		4.3	11.21	0		
1.452		4.34	11.13	0		
1.454		4.35	11.1	0		
1.456		4.34	11.06	0		
1.458		4.31	11.02	0		
1.46		4.24	11.05	0		
1.462		4.14	11.08	0		
1.464		4.02	11.05	0		
1.466		3.9	11	0		
1.468		3.82	10.93	0		
1.47		3.7	10.93	0		
1.472		3.63	10.92	0		
1.474		3.64	10.97	0		
1.476		3.66	11.04	0		
1.478		3.72	10.97	0		
1.48		3.81	10.98	0		
1.482		3.91	10.99	0		
1.484		4.04	10.97	0		
1.486		4.18	11	0		
1.488		4.28	10.98	0		
1.49		4.34	10.99	92.96		
1.492		4.44	10.9	109.22		
1.494		4.47	10.92	113.66		
1.496		4.49	11	117.76		
1.498		4.53	11.01	121.45		
1.5		4.61	11.08	124.67		
1.502		4.7	11.12	127.82		
1.504		4.83	11.01	130.87		
1.506		5.02	11.02	134.89		
1.508		5.28	10.96	138.16		
1.51		5.58	10.97	140.32		
1.512		5.96	10.99	142.13		
1.514		6.38	10.97	143.22		
1.516		6.83	10.94	141.63		
1.518		7.3	11.01	137.49		
1.52		7.79	10.99	135.46		
1.522		8.3	11.03	136.26		
1.524		8.77	11.01	137.28		
1.526		9.22	11.08	140.2		
1.528		9.67	10.97	145.24		
1.53		10.05	10.95	146.34		
1.532		10.39	11.01	151		
1.534		10.68	11.02	154.61		
1.536		10.91	11.01	158.39		
1.538		11.06	10.99	162.17		
1.54		11.16	10.96	165.81		
1.542		11.22	11.04	169.22		
1.544		11.21	11.09	172.89		
1.546		11.16	11.05	176.03		
1.548		11.11	11.04	179.02		
1.55		11.05	11.05	181.54		
1.552		10.93	11.08	184.07		
1.554		10.83	11.04	186.26		
1.556		10.76	11.01	188.25		
1.558		10.66	11.12	190.11		
1.56		10.56	11.09	191.67		
1.562		10.39	11.06	193.09		
1.564		10.17	11.04	194.22		
1.566		9.91	11.06	195.57		
1.568		9.6	11	196.98		
1.57		9.23	10.97	198.4		
1.572		8.82	10.97	199.79		
1.574		8.45	11.04	201.18		
1.576		8.06	11.04	202.61		
1.578		7.7	10.98	204.1		
1.58		7.34	10.98	205.76		
1.582		7.05	11	207.23		
1.584		6.79	11.04	208.55		
1.586		6.54	11.03	209.94		
1.588		6.36	11.13	210.92		
1.59		6.25	11.08	212.75		
1.592		6.2	11.09	216		
1.594		6.22	11.11	219.7		
1.596		6.33	11.14	222.88		
1.598		6.48	11.17	223.98		
1.6		6.64	11.2	161.73		
1.602		6.81	11.25	0		
1.604		6.98	11.21	0		
1.606		7.17	11.27	0		
1.608		7.35	11.28	0		
1.61		7.55	11.32	0		
1.612		7.79	11.38	0		
1.614		8.04	11.39	0		
1.616		8.35	11.4	0		
1.618		8.67	11.46	0		
1.62		8.98	11.51	0		
1.622		9.26	11.59	0		
1.624		9.47	11.62	0		
1.626		9.6	11.68	0		
1.628		9.7	11.74	0		
1.63		9.74	11.71	0		
1.632		9.74	11.76	0		
1.634		9.78	11.29	0		
1.636		9.81	0	0		
1.638		9.88	0	18.54		
1.64		10.02	0	216.79		
1.642		10.17	0	217.42		
1.644		10.28	0	217.61		
1.646		10.36	0	217.58		
1.648		10.39	0	217.24		
1.65		10.38	0	216.6		
1.652		10.32	0	215.86		
1.654		10.28	0	215.13		
1.656		10.28	0	214.34		
1.658		11.08	0	213.44		
1.66		16.49	0	212.67		
1.662		23.55	0	211.68		
1.664	31.53	28.58	0	210.78		31.53
1.666	40.07	31.91	0	210.03		40.07
1.668	38.98	34.16	0	209.25		38.98
1.67	38.49	35.75	0	208.47		38.49
1.672	37.92	36.94	0	207.74		37.92
1.674	38.67	37.75	0	206.8		38.67
1.676	38.37	38.34	0	205.76		38.37
1.678	36.83	38.81	0	204.62		36.83
1.68	35.75	39.18	0	203.42		35.75
1.682	34.98	39.52	0	202.07		34.98
1.684	33.53	39.83	0	200.41		33.53
1.686	32.02	40.06	12.06	198.18		32.02
1.688	30.65	40.15	11.97	195.67		30.65
1.69	30.33	40.06	11.94	192.97		30.33
1.692	29.65	39.89	11.9	190.34		29.65
1.694	28.97	39.63	11.85	187.3		28.97
1.696	28.09	39.31	11.81	184.19		28.09
1.698	27.3	38.92	11.82	180.81		27.3
1.7	27.92	38.43	11.8	177.37		27.92
1.702	29.23	37.77	11.75	173.77		29.23
1.704	29.45	36.88	11.71	169.96		29.45
1.706	29.13	35.71	11.56	166.18		29.13
1.708	29.42	34.33	11.59	162.44		29.42
1.71	30.84	32.74	11.62	158.55		30.84
1.712	34.93	31.09	11.58	154.69		34.93
1.714	37.08	29.47	11.52	150.74		37.08
1.716	35.21	27.93	11.59	147.37		35.21
1.718	31.97	26.49	11.56	144.2		31.97
1.72	29.33	25.19	11.63	140.78		29.33
1.722	27.69	23.95	11.68	137.48		27.69
1.724	26.52	22.76	11.63	134.37		26.52
1.726	26.11	21.59	11.67	131.3		26.11
1.728	26.12	20.45	11.68	128.36		26.12
1.73	25.98	19.32	11.7	125.57		25.98
1.732	26.38	18.27	11.68	122.9		26.38
1.734	26.98	17.28	11.67	120.2		26.98
1.736	27.75	16.33	11.68	117.37		27.75
1.738	28.53	15.52	11.69	115.72		28.53
1.74	29.39	14.89	11.68	115.3		29.39
1.742	30.2	14.41	11.66	114.5		30.2
1.744	31.37	14.05	11.55	112.7		31.37
1.746	32.68	13.83	11.53	109.82		32.68
1.748	33.89	13.69	11.61	107.15		33.89
1.75	34.9	13.62	11.66	102.85		34.9
1.752	36.74	13.62	11.63	94.17		36.74
1.754	37.81	13.67	11.67	0		37.81
1.756	39.09	13.72	11.68	0		39.09
1.758	40.87	13.75	11.57	0		40.87
1.76	42.43	13.81	11.61	0		42.43
1.762	44.32	13.82	11.75	0		44.32
1.764	45.52	13.86	11.83	0		45.52
1.766	46.57	13.89	11.95	0		46.57
1.768	47.91	13.91	11.96	44.4		47.91
1.77	48.43	13.94	0	70.51		48.43
1.772	48.62	13.93	0	71.65		48.62
1.774	49.66	13.92	0	72.17		49.66
1.776	51.4	13.88	0	72.33		51.4
1.778	49.66	13.86	0	72.33		49.66
1.78	46.51	13.78	0	71.99		46.51
1.782	44.69	13.7	0	71.79		44.69
1.784	43.11	13.66	0	71.57		43.11
1.786	41.69	13.74	0	71.33		41.69
1.788	40.59	14.05	0	71.14		40.59
1.79	39.75	14.76	0	70.95		39.75
1.792	39.25	15.52	0	70.66		39.25
1.794	38.61	15.95	0	70.69		38.61
1.796	38.08	16.06	0	70.81		38.08
1.798	37.43	15.88	0	70.62		37.43
1.8	37.11	15.49	0	70.63		37.11
1.802	36.62	14.93	0	70.4		36.62
1.804	36.03	14.29	0	69.91		36.03
1.806	35.28	13.6	0	69.73		35.28
1.808	34.64	12.97	0	69.47		34.64
1.81	34.06	12.38	0	69.21		34.06
1.812	33.09	11.91	0	69.23		33.09
1.814	32.84	11.52	11.67	69.21		32.84
1.816	32.36	11.14	11.54	69.27		32.36
1.818	32.04	10.8	11.46	69.22		32.04
1.82	31.49	10.48	11.4	69.27		31.49
1.822	31.17	10.2	11.32	69.32		31.17
1.824	31.28	9.91	11.33	69.4		31.28
1.826	31.42	9.62	11.29	69.62		31.42
1.828	32.05	9.36	11.26	69.84		32.05
1.83	32.69	9.08	11.21	70.06		32.69
1.832	32.72	8.86	11.26	69.99		32.72
1.834	33.18	8.65	11.22	70.27		33.18
1.836	34.05	8.51	11.24	70.34		34.05
1.838	34.49	8.42	11.35	70.39		34.49
1.84	34.45	8.41	11.37	70.78		34.45
1.842	34.46	8.46	11.4	71.16		34.46
1.844	34.33	8.54	11.43	71.49		34.33
1.846	33.63	8.62	11.48	71.69		33.63
1.848	32.9	8.65	11.52	71.95		32.9
1.85	32.15	8.63	11.52	72.35		32.15
1.852	31.61	8.58	11.55	72.61		31.61
1.854	30.89	8.47	11.56	72.91		30.89
1.856	30.02	8.35	11.5	73.5		30.02
1.858	28.84	8.26	11.51	74.09		28.84
1.86	27.9	8.18	11.45	74.72		27.9
1.862	27.04	8.11	11.41	75.31		27.04
1.864	26.13	8.09	11.22	75.81		26.13
1.866	25.39	8.06	11.25	76.37		25.39
1.868	24.57	7.99	10.92	76.85		24.57
1.87	23.8	7.91	10.86	77.36		23.8
1.872	23.01	7.82	10.83	77.93		23.01
1.874	22.26	7.71	10.76	78.46		22.26
1.876	21.89	7.61	10.68	79.25		21.89
1.878	21.36	7.5	10.61	80.09		21.36
1.88	20.79	7.35	10.55	80.83		20.79
1.882	20.08	7.19	10.5	81.41		20.08
1.884	19.18	7	10.46	82.01		19.18
1.886	18.77	6.82	10.65	82.81		18.77
1.888	18.13	6.59	10.97	83.63		18.13
1.89	17.59	6.36	10.88	84.55		17.59
1.892	17.43	6.12	10.75	85.63		17.43
1.894	17.22	5.9	10.71	86.45		17.22
1.896	16.27	5.64	10.72	87.31		16.27
1.898	14.79	5.4	10.69	88.06		14.79
1.9	15.19	5.19	10.69	89.01		15.19
1.902	14.89	4.97	10.7	89.68		14.89
1.904	15.41	4.82	10.68	90.71		15.41
1.906	15.7	4.67	10.58	91.73		15.7
1.908	15.46	4.56	10.54	92.61		15.46
1.91	15.28	4.45	10.54	93.49		15.28
1.912	14.98	4.37	10.55	92.7		14.98
1.914	14.85	4.31	10.53	95.03		14.85
1.916	14.85	4.25	10.54	95.81		14.85
1.918	14.82	4.18	10.57	96.56		14.82
1.92	14.59	4.11	10.45	97.14		14.59
1.922	13.89	4.04	10.49	97.86		13.89
1.924	14.05	4	10.54	98.36		14.05
1.926	14.21	3.94	10.57	98.89		14.21
1.928	14.19	3.92	10.58	99.3		14.19
1.93	13.64	3.92	10.59	99.66		13.64
1.932	13.6	3.92	10.55	99.94		13.6
1.934	13.53	3.89	10.54	99.76		13.53
1.936	13.56	3.84	10.56	99.68		13.56
1.938	13.71	3.79	10.52	99.53		13.71
1.94	13.82	3.74	10.53	99.57		13.82
1.942	13.98	3.66	10.54	99.56		13.98
1.944	14.11	3.56	10.57	99.21		14.11
1.946	13.93	3.49	10.58	98.79		13.93
1.948	13.73	3.42	10.66	88.96		13.73
1.95	13.69	3.35	10.63	0		13.69
1.952	13.91	3.27	9.28	0		13.91
1.954	13.26	3.24	0	0		13.26
1.956	13	3.23	0	0		13
1.958	12.27	3.2	0	0		12.27
1.96	12.8	3.22	0	0		12.8
1.962	12.93	3.23	0	0		12.93
1.964	12.75	3.21	0	0		12.75
1.966	12.49	3.2	0	0		12.49
1.968	12.19	3.18	0	0		12.19
1.97	12.27	3.14	0	0		12.27
1.972	11.95	3.13	0	0		11.95
1.974	11.79	3.14	0	0		11.79
1.976	11.58	3.18	0	0		11.58
1.978	1.81	3.33	0	0		1.81
1.98			0	0		
1.982			0	0		
1.984			0	0		
1.986			0	0		
1.988			0	0		
1.99			0	0		
1.992			0	0		
1.994			0	0		
1.996			0	0		
2			0	0		
2.002			0	0		
2.004			0	0		
2.006			0	0		
2.008			0	0		
2.01			0	0		
2.012			0	0		
2.014			0	0		
2.016	37.26		0	0		37.26
2.018	36.42		0	0		36.42
2.02	36	5.86	0	0		36
2.022	34.91	13.48	0	0		34.91
2.024	34.33	14.52	0	0		34.33
2.026	33.79	15.83	0	0		33.79
2.028	33.31	17.07	0	0		33.31
2.03	32.82	17.89	0	0		32.82
2.032	32.7	18.2	0	0		32.7
2.034	32.98	17.99	0	0		32.98
2.036	33.17	17.46	0	0		33.17
2.038	33.65	16.74	0	0		33.65
2.04	34.35	16.02	4.45	0		34.35
2.042	35.01	15.43	14.56	0		35.01
2.044	36.08	15.02	14.58	0		36.08
2.046	37.1	14.8	14.54	0		37.1
2.048	38.6	14.78	14.54	0		38.6
2.05	40.4	14.88	14.59	0		40.4
2.052	42.47	15.09	14.46	0		42.47
2.054	44.48	15.33	14.4	0		44.48
2.056	46.39	15.57	14.33	0		46.39
2.058	48.45	15.76	14.3	0		48.45
2.06	50.56	15.84	14.17	0		50.56
2.062	51.83	15.87	14.12	0		51.83
2.064	52.54	15.8	14.01	0		52.54
2.066	53.1	15.66	13.94	0		53.1
2.068	52.37	15.56	13.78	0		52.37
2.07	51.38	15.57	13.72	0		51.38
2.072	49.48	15.71	13.66	0		49.48
2.074	47.52	15.96	13.56	0		47.52
2.076	44.93	16.15	13.53	0		44.93
2.078	42.34	16.07	13.49	0		42.34
2.08	39.7	15.67	13.36	0		39.7
2.082	36.89	14.86	13.23	0		36.89
2.084	34.76	13.72	13.19	0		34.76
2.086	32.6	12.35	13.02	0		32.6
2.088	30.26	10.92	12.95	0		30.26
2.09	28.61	9.59	12.82	0		28.61
2.092	26.85	8.43	12.79	0		26.85
2.094	25.56	7.48	12.72	0		25.56
2.096	24.72	6.78	12.69	0		24.72
2.098	23.7	6.31	12.66	0		23.7
2.1	23.03	6.03	12.6	0		23.03
2.102	22.29	5.87	12.52	0		22.29
2.104	21.94	5.79	12.46	0		21.94
2.106	21.77	5.73	12.42	0		21.77
2.108	21.29	5.72	12.39	0		21.29
2.11	21.19	5.72	12.39	0		21.19
2.112	21.26	5.75	12.33	0		21.26
2.114	21.02	5.78	12.23	0		21.02
2.116	20.87	5.87	12.19	0		20.87
2.118	20.7	5.94	12.18	0		20.7
2.12	20.77	5.99	12.13	0		20.77
2.122	20.01	6.07	12.1	0		20.01
2.124	20.3	6.12	12.08	0		20.3
2.126	19.92	6.16	12.14	0		19.92
2.128	19.74	6.19	12.06	0		19.74
2.13	19.36	6.16	12.03	0		19.36
2.132	19.01	6.09	12	0		19.01
2.134	18.51	5.96	12.03	0		18.51
2.136	18.33	5.75	12	0		18.33
2.138	18.6	5.49	11.95	0		18.6
2.14	18.19	5.22	12	0		18.19
2.142	17.99	5	11.99	0		17.99
2.144	17.61	4.81	11.94	0		17.61
2.146	17.61	4.68	11.96	0		17.61
2.148	17.38	4.61	11.96	0		17.38
2.15	17.06	4.57	11.98	0		17.06
2.152	17.43	4.56	11.99	0		17.43
2.154	17.88	4.6	12.04	0		17.88
2.156	17.55	4.63	12	0		17.55
2.158	17.54	4.67	11.99	0		17.54
2.16	17.57	4.71	12.01	0		17.57
2.162	17.52	4.83	11.94	0		17.52
2.164	17.27	5.02	12.02	0		17.27
2.166	17.32	5.24	12.06	0		17.32
2.168	17.54	5.46	12	0		17.54
2.17	17.34	5.65	12.01	0		17.34
2.172	17.42	5.75	12.03	0		17.42
2.174	17.28	5.73	12.02	0		17.28
2.176	17.44	5.63	12	0		17.44
2.178	17.29	5.44	12.07	0		17.29
2.18	17.69	5.2	12.05	0		17.69
2.182	17.79	4.9	12.08	0		17.79
2.184	17.79	4.62	12.25	0		17.79
2.186	18.15	4.38	12.4	0		18.15
2.188	18.52	4.1	12.51	0		18.52
2.19	18.44	3.89	12.53	0		18.44
2.192	18.39	3.76	1.99	0		18.39
2.194	18.51	3.66	0	0		18.51
2.196	18.3	3.61	0	0		18.3
2.198	18.3	3.56	0	0		18.3
2.2	17.99	3.5	0	0		17.99
2.202	18.02	3.39	0	0		18.02
2.204	17.82	3.24	0	0		17.82
2.206	17.66	3.08	0	40.16		17.66
2.208	17.28	2.9	0	42.58		17.28
2.21	17.04	2.73	0	42.45		17.04
2.212	16.35	2.57	0	42.4		16.35
2.214	15.9	2.41	0	42.57		15.9
2.216	15.27	2.29	0	42.74		15.27
2.218	15	2.2	0	42.85		15
2.22	14.54	2.13	0	42.95		14.54
2.222	13.95	2.1	0	43.05		13.95
2.224	13.58	2.14	0	43.15		13.58
2.226	13.55	2.24	0	43.3		13.55
2.228	13.29	2.38	0	43.3		13.29
2.23	12.96	2.6	0	43.33		12.96
2.232	12.61	2.83	0	43.48		12.61
2.234	12.48	3.11	0	43.84		12.48
2.236	12.31	3.41	0	44.24		12.31
2.238	12.37	3.73	13.16	44.46		12.37
2.24	12.43	4.04	12.99	44.69		12.43
2.242	12.57	4.37	12.79	45.12		12.57
2.244	12.4	4.69	12.69	45.52		12.4
2.246	12.13	4.97	12.58	45.89		12.13
2.248	12.28	5.24	12.42	46.08		12.28
2.25	11.66	5.47	12.24	46.4		11.66
2.252	11.07	5.68	12.15	46.93		11.07
2.254	10.96	5.86	12.14	47.55		10.96
2.256	11.17	5.97	12.05	47.72		11.17
2.258	11.31	6.07	12.03	48.33		11.31
2.26	11.49	6.07	11.95	48.84		11.49
2.262	12.75	6.02	11.82	49.28		12.75
2.264	12.96	5.91	11.88	49.64		12.96
2.266	12.97	5.74	11.74	50.12		12.97
2.268	13.02	5.48	11.62	50.47		13.02
2.27	13.09	5.15	11.5	50.73		13.09
2.272	13.27	4.77	11.41	51.27		13.27
2.274	13.54	4.42	11.37	51.78		13.54
2.276	13.44	4.1	11.35	52.4		13.44
2.278	13.62	3.84	11.34	53.16		13.62
2.28	13.79	3.63	11.31	53.82		13.79
2.282	13.51	3.48	11.32	54.5		13.51
2.284	13.58	3.33	11.3	55.38		13.58
2.286	13.57	3.17	11.28	56.24		13.57
2.288	13.59	3.04	11.23	57.17		13.59
2.29	13.8	2.87	11.25	58.16		13.8
2.292	13.98	2.71	11.26	59.2		13.98
2.294	13.8	2.57	11.26	60.35		13.8
2.296	14.12	2.47	11.26	61.69		14.12
2.298	14.14	2.39	11.28	63.04		14.14
2.3	13.68	2.34	11.23	64.18		13.68
2.302	14.04	2.29	11.28	65.45		14.04
2.304	13.9	2.26	11.22	66.45		13.9
2.306	13.59	2.25	11.15	67.37		13.59
2.308	13.53	2.26	11.17	68.56		13.53
2.31	13.41	2.28	11.18	69.83		13.41
2.312	13.54	2.32	11.11	70.88		13.54
2.314	13.98	2.31	11.24	72.2		13.98
2.316	14.04	2.3	11.33	73.35		14.04
2.318	14.18	2.27	11.37	74.38		14.18
2.32	15.03	2.23	11.53	75.35		15.03
2.322	15.56	2.21	11.6	76.44		15.56
2.324	15.56	2.21	11.69	77.44		15.56
2.326	15.97	2.28	11.7	78.52		15.97
2.328	16.09	2.46	11.68	79.88		16.09
2.33	16.48	2.69	11.63	81.13		16.48
2.332	17.18	2.97	11.69	82.21		17.18
2.334	18.23	3.3	11.72	83.49		18.23
2.336	18.71	3.64	11.75	84.42		18.71
2.338	18.59	3.96	11.71	85.74		18.59
2.34	18.79	4.25	11.67	86.77		18.79
2.342	19.01	4.5	11.64	88.08		19.01
2.344	19.51	4.75	11.62	89.11		19.51
2.346	19.77	4.96	11.71	90.24		19.77
2.348	20.04	5.08	11.61	91.19		20.04
2.35	19.74	5.18	11.57	92.33		19.74
2.352	19.34	5.22	11.52	93.67		19.34
2.354	18.87	5.2	11.39	94.92		18.87
2.356	18.78	5.11	11.33	95.98		18.78
2.358	18.08	5.02	11.36	97.09		18.08
2.36	17.75	4.87	11.35	98.17		17.75
2.362	16.85	4.7	11.24	99.52		16.85
2.364	16.65	4.53	11.24	100.84		16.65
2.366	16.13	4.33	11.14	102.07		16.13
2.368	15.71	4.16	11.05	103.19		15.71
2.37	15.3	4.02	10.96	104.54		15.3
2.372	15.01	3.96	10.85	105.82		15.01
2.374	14.73	3.97	10.88	107.01		14.73
2.376	14.49	4.05	10.82	108.38		14.49
2.378	14.25	4.21	10.68	109.42		14.25
2.38	13.74	4.4	10.63	110.72		13.74
2.382	13	4.61	10.57	112.07		13
2.384	12.81	4.8	10.55	113.51		12.81
2.386	12.52	5.03	10.53	114.8		12.52
2.388	12.34	5.27	10.53	115.94		12.34
2.39	11.79	5.51	10.45	117.28		11.79
2.392	11.91	5.76	10.49	118.28		11.91
2.394	11.63	6	10.52	119.43		11.63
2.396	10.93	6.21	10.4	120.73		10.93
2.398	10.76	6.34	10.29	122.11		10.76
